<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20191031,38.5,39.4,37.9,38.35,59741
21STCENMGM,20191031,12.75,13.25,12.75,13.25,112
3IINFOTECH,20191031,2.05,2.15,1.95,2,3269623
3MINDIA,20191031,22396.4,23267,22050,22488.2,3968
3PLAND,20191031,6.2,6.2,6.2,6.2,580
5PAISA,20191031,174.7,176.65,168.1,170.55,9350
63MOONS,20191031,123,126.9,120.2,121.2,178130
A2ZINFRA,20191031,8.7,9.1,8.5,8.95,364700
AARTIDRUGS,20191031,536.95,555.8,536.9,537.95,14541
AARTIIND,20191031,876,884.85,860,876.5,204033
AARVEEDEN,20191031,14.45,14.45,13.6,14.15,3741
AAVAS,20191031,1596,1600,1571,1591.6,19698
ABAN,20191031,25.8,26.8,25.1,26.75,52954
ABB,20191031,1460.9,1498,1448.65,1458.6,283505
ABBOTINDIA,20191031,11990,12051.45,11630,11774.4,6918
ABCAPITAL,20191031,80.2,82.7,79.7,81.85,5155816
ABFRL,20191031,213,214.85,208.1,212.2,272209
ABSLNN50ET,20191031,290.39,290.54,290.39,290.54,350
ACC,20191031,1541.7,1574.2,1536.25,1568.05,712719
ACCELYA,20191031,949.8,949.8,937.05,941.05,5932
ACE,20191031,82.2,82.9,81.75,82.05,108468
ADANIENT,20191031,196.7,201.3,196,199.65,6584768
ADANIGAS,20191031,147.05,149.05,146.9,147.1,702046
ADANIGREEN,20191031,90.55,91.75,88.6,89.7,1051707
ADANIPORTS,20191031,399.25,400,393.65,395.8,2529130
ADANIPOWER,20191031,66.1,67.8,65.8,66.05,7022328
ADANITRANS,20191031,265,278,265,274.1,576973
ADFFOODS,20191031,281.5,292.45,276.65,289.2,79502
ADHUNIKIND,20191031,121.95,125.9,117.5,122.7,100832
ADLABS,20191031,2.5,2.5,2.5,2.5,6750
ADORWELD,20191031,308.4,322.5,308.35,319.1,4192
ADROITINFO,20191031,6.9,7.6,6.9,7.45,3305
ADSL,20191031,13.5,13.65,13.25,13.55,25246
ADVANIHOTR,20191031,59.75,59.75,57.15,57.75,4834
ADVENZYMES,20191031,185.5,192,181.15,185.95,187802
AEGISCHEM,20191031,172.2,174.4,169,171.6,158224
AFFLE,20191031,1434.6,1447.7,1375.15,1387.55,67735
AGARIND,20191031,118,120.75,115.1,116.45,5068
AGCNET,20191031,111,115.95,110.25,113.4,2741
AGRITECH,20191031,49.75,49.75,47.25,47.55,2771
AGROPHOS,20191031,116.2,116.5,116.05,116.1,313178
AHLEAST,20191031,184.05,186,176.15,177.3,414
AHLUCONT,20191031,303.95,304,296.35,303.05,9564
AHLWEST,20191031,276,289.4,275,275.5,1223
AIAENG,20191031,1702,1746.7,1702,1733.25,42765
AIONJSW,20191031,10.4,10.4,9.9,10,72388
AIRAN,20191031,12.95,12.95,12.75,12.8,7878
AJANTPHARM,20191031,1026,1057.5,1025,1050.7,82706
AJMERA,20191031,119.9,125.9,119.9,122.2,89184
AKASH,20191031,62.25,64.9,62.25,64.85,2115
AKSHARCHEM,20191031,218,228.5,218,224.2,3853
AKSHOPTFBR,20191031,6.95,7.2,6.85,7.2,244719
AKZOINDIA,20191031,2139,2151.85,2090.2,2118.05,32862
ALANKIT,20191031,14.4,14.4,13.1,14.4,959878
ALBERTDAVD,20191031,401.95,409.4,391,395.15,10436
ALBK,20191031,27.45,29.4,26.2,26.9,3557652
ALCHEM,20191031,0.75,0.8,0.75,0.8,1527
ALEMBICLTD,20191031,51.45,52.8,50.4,52.15,212791
ALICON,20191031,406,415,382,395.45,5139
ALKALI,20191031,45,45.85,43.85,44.3,5733
ALKEM,20191031,1979.8,2022.95,1963,1997.7,45017
ALKYLAMINE,20191031,893,900.1,875,887.7,12344
ALLCARGO,20191031,100.85,105.2,100.8,103.85,251161
ALLSEC,20191031,294.05,300,294.05,295.55,2073
ALMONDZ,20191031,9.6,10,9.1,10,468
ALOKTEXT,20191031,1.45,1.5,1.45,1.5,2473998
ALPA,20191031,14.2,14.6,14.2,14.4,11276
ALPHAGEO,20191031,195,200,191.5,192.65,6058
ALPSINDUS,20191031,0.45,0.45,0.4,0.4,15815
AMARAJABAT,20191031,676,690,675.3,682.05,630799
AMBER,20191031,1006.95,1060,982,1045.4,115101
AMBIKCO,20191031,901.05,918.95,899.05,899.95,5605
AMBUJACEM,20191031,202,203,199.2,202.3,2177954
AMDIND,20191031,15,15.65,14.8,15.4,4348
AMJLAND,20191031,18.2,18.95,17.75,18.6,8235
AMRUTANJAN,20191031,434.85,438,422.5,428.6,42225
ANANTRAJ,20191031,32.7,33,31.75,31.9,215372
ANDHRABANK,20191031,17.7,19.35,17.55,17.9,4407858
ANDHRACEMT,20191031,2.5,2.5,2.3,2.4,67086
ANDHRSUGAR,20191031,273.95,278.55,267.2,269.45,48990
ANIKINDS,20191031,7.15,7.15,7.15,7.15,1992
ANKITMETAL,20191031,0.5,0.5,0.4,0.5,82637
ANSALAPI,20191031,4.35,4.4,4.25,4.4,42521
ANSALHSG,20191031,4.8,5.25,4.8,5.1,110877
ANTGRAPHIC,20191031,0.7,0.75,0.7,0.7,2217
ANUP,20191031,491.6,500,485.05,486.65,10220
APARINDS,20191031,538,544.45,531.5,534.5,2736
APCL,20191031,147.9,153,146,151.15,3157
APCOTEXIND,20191031,170.5,173,166.15,168.1,21400
APEX,20191031,238.65,242.85,235.05,236.9,40796
APLAPOLLO,20191031,1485.4,1520,1438,1452.95,33096
APLLTD,20191031,552.95,561.9,548.65,550.05,163484
APOLLO,20191031,69.9,74.4,69,72.35,57005
APOLLOHOSP,20191031,1471,1499.8,1463.05,1484.8,457117
APOLLOTYRE,20191031,190.3,194.4,189.1,190.3,4163472
APOLSINHOT,20191031,773,789.9,771,780.95,740
APTECHT,20191031,170.4,179,169.25,176.55,370010
ARCHIDPLY,20191031,29.45,29.45,27.7,28.15,8955
ARCHIES,20191031,18.55,18.7,18.2,18.45,15161
ARCOTECH,20191031,1.7,1.75,1.7,1.75,6450
ARIES,20191031,66.9,67.05,62.3,63.05,33502
ARIHANT,20191031,16,18.5,16,18,83338
ARIHANTSUP,20191031,26,26.35,24.65,25,2586
ARMANFIN,20191031,528.15,540,512.6,532.8,2603
AROGRANITE,20191031,41.9,42.7,40.4,40.85,10115
ARROWGREEN,20191031,54.35,54.35,51.75,52.35,10477
ARROWTEX,20191031,10,10.65,9.65,9.7,2696
ARSHIYA,20191031,17.85,18.3,17.5,17.9,6961
ARSSINFRA,20191031,25.25,25.3,23.9,24.6,11871
ARVIND,20191031,51.5,51.85,49.65,50.3,1144164
ARVINDFASN,20191031,453.6,458.25,448.85,453.7,73854
ARVSMART,20191031,97.5,104.5,95.1,101.4,79791
ASAHIINDIA,20191031,207,217.95,205.85,208.7,45238
ASAHISONG,20191031,155,156.15,150.1,155.2,4389
ASAL,20191031,40,40.9,34.8,35.35,70524
ASHAPURMIN,20191031,32.8,32.8,30.75,31.9,14470
ASHIANA,20191031,97,102.2,93.6,95.05,63376
ASHIMASYN,20191031,8.15,8.95,7.75,8.35,99672
ASHOKA,20191031,103.5,105.2,102.15,102.9,230101
ASHOKLEY,20191031,78.5,79.1,76.3,76.75,22232632
ASIANHOTNR,20191031,100.05,103,100,100.3,1080
ASIANPAINT,20191031,1826.3,1834.8,1803.5,1809.6,1297114
ASIANTILES,20191031,240.65,241.7,230.65,238.7,63365
ASPINWALL,20191031,140,149.75,140,143,2978
ASTEC,20191031,360,378,358.4,368.9,11460
ASTERDM,20191031,128.9,139.45,126.25,135.05,235900
ASTRAL,20191031,1124,1130.9,1110,1116.95,112859
ASTRAMICRO,20191031,76.55,80,76.3,78.8,449999
ASTRAZEN,20191031,2723.85,2809,2679.95,2725.1,38035
ASTRON,20191031,53.75,53.75,53.75,53.75,62180
ATFL,20191031,624.05,661.5,624.05,646.85,18289
ATLANTA,20191031,7.2,7.2,6.75,7.15,24497
ATUL,20191031,4298.1,4305.05,4238.85,4295.25,11000
ATULAUTO,20191031,230.4,236.85,228,232.3,25329
AUBANK,20191031,689,694,682,685.65,407934
AURIONPRO,20191031,75.15,78.35,72,73.6,10466
AUROPHARMA,20191031,466.4,476,463.55,469.85,2479674
AUSOMENT,20191031,27.55,29.35,27,28.4,1863
AUTOAXLES,20191031,958,994,958,969.2,24356
AUTOIND,20191031,24.8,24.8,23.35,24.2,30422
AUTOLITIND,20191031,20.2,22.8,20.2,22.15,4692
AVADHSUGAR,20191031,276,303.5,276,291.4,264018
AVANTIFEED,20191031,455.4,466,450.1,453.45,606221
AVTNPL,20191031,25.05,25.95,25.05,25.4,40277
AXISBANK,20191031,748,750,732.05,736.35,8775411
AXISCADES,20191031,68.4,71.2,67.05,69.15,135462
AXISGOLD,20191031,3398.5,3399,3371.05,3390.05,296
AXISNIFTY,20191031,1234.99,1248,1205,1229.32,225
AYMSYNTEX,20191031,33.65,34,33.4,33.65,1131
BAGFILMS,20191031,1.8,1.8,1.75,1.8,96984
BAJAJ-AUTO,20191031,3229.7,3255,3213,3247.35,446046
BAJAJCON,20191031,245.9,255,245.7,251.4,368865
BAJAJELEC,20191031,379.65,381,377,378.65,56493
BAJAJFINSV,20191031,8120,8241.95,8100,8134.35,423287
BAJAJHIND,20191031,6.15,6.4,6.15,6.25,1316216
BAJAJHLDNG,20191031,3709,3711.85,3650,3669.7,19164
BAJFINANCE,20191031,4004.2,4050,3995,4027.55,1251220
BALAJITELE,20191031,52.65,55,51.75,54.1,265079
BALAMINES,20191031,320,339,319.95,323.95,54562
BALAXI,20191031,83,83,76,79.6,1679
BALKRISHNA,20191031,19.4,19.95,18.8,19.4,9004
BALKRISIND,20191031,875.9,893,868.55,884.7,766520
BALLARPUR,20191031,0.45,0.55,0.45,0.5,1149834
BALMLAWRIE,20191031,202.35,204.7,196.6,197.45,217486
BALPHARMA,20191031,38.55,39.6,38.55,39.15,6538
BALRAMCHIN,20191031,156.55,163.75,156.55,162.95,1795486
