<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20191007,38.85,40,38.05,38.2,32552
21STCENMGM,20191007,13.2,13.2,13.2,13.2,6
3IINFOTECH,20191007,2,2,1.95,2,386912
3MINDIA,20191007,19820,19944.95,19571.05,19841.4,604
3PLAND,20191007,6.5,6.55,6.5,6.5,46
5PAISA,20191007,166.2,171.95,161.1,162.8,15667
63MOONS,20191007,114.85,119.8,113.1,117.1,104486
A2ZINFRA,20191007,9.5,9.8,9.45,9.55,68270
AARTIDRUGS,20191007,455.25,459,432.2,456.6,7846
AARTIIND,20191007,762.8,762.8,742.25,753.6,42696
AARVEEDEN,20191007,15.6,16.45,14.2,15.1,5888
AAVAS,20191007,1630.7,1630.7,1585,1599.05,31646
ABAN,20191007,26.8,28.1,25.55,26.4,52598
ABB,20191007,1460.1,1484.95,1442,1465.75,28184
ABBOTINDIA,20191007,10896.6,10950,10600,10662,8334
ABCAPITAL,20191007,78.9,79.7,78.1,78.5,828665
ABFRL,20191007,211.1,212.45,205.85,207.45,301985
ABSLNN50ET,20191007,267.57,267.57,265.7,265.7,12
ACC,20191007,1496,1496.15,1430.15,1435.1,1135461
ACCELYA,20191007,851.55,860,843,854.05,4221
ACE,20191007,74.05,75.4,73.75,74.7,184490
ADANIENT,20191007,138.45,140,135.25,135.8,2701943
ADANIGAS,20191007,127.9,131.95,127.7,130.1,402366
ADANIGREEN,20191007,65.45,68.7,62.6,68.05,4496152
ADANIPORTS,20191007,396,400.75,390.65,395.25,1399825
ADANIPOWER,20191007,59.6,60.2,58.85,59.3,6695582
ADANITRANS,20191007,229,230,222.65,224.65,52474
ADFFOODS,20191007,262.7,269.9,261.1,263.8,23649
ADHUNIKIND,20191007,108.45,113.25,102.65,109.65,137654
ADLABS,20191007,2.9,2.9,2.7,2.7,287822
ADORWELD,20191007,303.5,307,301,302.35,1021
ADROITINFO,20191007,7.9,7.9,7.9,7.9,250
ADSL,20191007,13.75,13.75,12.95,13.05,46778
ADVANIHOTR,20191007,53,53.15,51.55,52.05,4160
ADVENZYMES,20191007,149,151.9,147.65,148.95,29406
AEGISCHEM,20191007,174.8,174.8,160,164.15,257461
AFFLE,20191007,1129,1158.7,1101,1105.7,72633
AGARIND,20191007,114.5,114.5,112,112.05,3420
AGCNET,20191007,115.85,115.85,113.05,113.1,184
AGLSL,20191007,49.15,52.3,48.35,49.85,2548
AGRITECH,20191007,47.7,47.7,45.3,45.8,3803
AGROPHOS,20191007,104.75,106.2,104.65,106.1,547240
AHLEAST,20191007,186.45,186.5,177,177.35,2427
AHLUCONT,20191007,275.55,279.45,265.6,272.2,3224
AHLWEST,20191007,323.9,328.8,305.05,312.65,52080
AIAENG,20191007,1651.25,1689.5,1650.05,1676.6,7060
