<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20191120,34.05,35,34.05,34.9,15616
21STCENMGM,20191120,13.75,14.2,13.75,14.1,1111
3IINFOTECH,20191120,1.95,2,1.9,1.95,1502581
3MINDIA,20191120,22275,22479.95,22275,22372.85,624
3PLAND,20191120,6.2,6.2,6.2,6.2,1011
5PAISA,20191120,156,156.05,150,154.05,10551
63MOONS,20191120,104.25,105.4,99.8,101.9,134765
A2ZINFRA,20191120,8.85,9.05,8.8,8.85,144655
AARTIDRUGS,20191120,524,527,520,525.25,8356
AARTIIND,20191120,848.9,857.5,833.1,847.75,94048
AARVEEDEN,20191120,12.95,12.95,12.4,12.6,6814
AAVAS,20191120,1705,1719.8,1690.05,1695.3,16187
ABAN,20191120,28.15,28.45,27,28.1,24069
ABB,20191120,1471.5,1475,1439.25,1449.65,637863
ABBOTINDIA,20191120,12898,12898,12490.7,12578.95,8890
ABCAPITAL,20191120,84.2,85.9,84,85.6,2269017
ABFRL,20191120,217.65,219.05,213.4,216.05,400831
ABSLBANETF,20191120,315,316.2,315,315.72,120
ABSLNN50ET,20191120,284.01,284.01,284.01,284.01,26
ACC,20191120,1497,1504.55,1481,1483.75,536347
ACCELYA,20191120,1130.1,1166,976.05,986.05,135558
ACE,20191120,81.4,82.2,79.75,79.8,114359
ADANIENT,20191120,198.5,207.45,198.1,205.7,3488019
ADANIGAS,20191120,146.15,148.4,146.15,146.55,527163
ADANIGREEN,20191120,96.8,100.9,95.6,98.75,2279188
ADANIPORTS,20191120,364.5,377.1,364,366.7,6385953
ADANIPOWER,20191120,60.3,61.45,59.3,60.35,9165116
ADANITRANS,20191120,269.8,277,265.15,267.1,246911
ADFFOODS,20191120,300.05,303.55,297,298.35,28173
ADHUNIKIND,20191120,102.9,108.7,102.9,107.95,60968
ADLABS,20191120,3.15,3.15,3.15,3.15,40457
ADORWELD,20191120,315.75,317,310.25,313.75,5866
ADROITINFO,20191120,9.5,9.5,9.05,9.05,8228
ADSL,20191120,17.65,17.65,16.1,16.3,114037
ADVANIHOTR,20191120,56.1,57.1,55,56.4,5581
ADVENZYMES,20191120,162.8,183.7,162,178.2,454270
AEGISCHEM,20191120,177.95,182.4,175.1,179.35,145915
AFFLE,20191120,1629.95,1648,1620,1633.75,83129
AGARIND,20191120,106.65,107.9,105,106.1,1704
AGCNET,20191120,129.9,129.9,123,123.7,1805
AGRITECH,20191120,43.15,44.45,42.2,43.1,5238
AGROPHOS,20191120,125.2,126.4,125.2,126.2,666193
AHLEAST,20191120,186,186,171.25,173.75,1044
AHLUCONT,20191120,269.95,280,269.35,274,3172
AHLWEST,20191120,327,329.75,301.75,309.9,4801
AIAENG,20191120,1645,1665,1632,1648.75,7453
AIONJSW,20191120,9.95,10.1,9.9,10.05,85222
AIRAN,20191120,11.25,11.25,11,11.25,4952
AJANTPHARM,20191120,974,1007.95,972.15,1004,246468
AJMERA,20191120,120.5,120.85,117,117.7,58390
AKASH,20191120,62.5,64.5,61,64.5,2001
AKSHARCHEM,20191120,205.4,216.5,200,207.85,2644
AKSHOPTFBR,20191120,6.5,6.5,6.2,6.2,346404
AKZOINDIA,20191120,1944,1960,1902.7,1936.1,20883
ALANKIT,20191120,15.75,15.75,15.25,15.35,32141
ALBERTDAVD,20191120,422.65,422.65,403.45,410,6829
ALBK,20191120,26.15,26.25,24.7,24.85,7155982
ALCHEM,20191120,0.85,0.9,0.85,0.9,35235
ALEMBICLTD,20191120,51.5,55,51.05,52.85,300839
ALICON,20191120,388.1,404.95,373.75,375.85,2413
ALKALI,20191120,40.1,41.95,38.1,39.85,24226
ALKEM,20191120,2120.25,2120.25,2061.55,2083.55,26567
ALKYLAMINE,20191120,1019.95,1038.45,985.1,1014.9,12858
ALLCARGO,20191120,94.45,94.95,92.65,93.3,150265
ALLSEC,20191120,276.7,284.4,276.65,279.25,3208
ALMONDZ,20191120,9.05,9.55,9.05,9.45,289
ALOKTEXT,20191120,2.3,2.3,2.3,2.3,208636
ALPA,20191120,16.7,16.7,15.65,15.75,14293
ALPHAGEO,20191120,162.85,162.9,156.9,158.45,6235
ALPSINDUS,20191120,0.85,0.85,0.85,0.85,836
AMARAJABAT,20191120,753.8,763.25,747,753,426255
AMBER,20191120,985,1005.95,980.15,997.35,22704
AMBIKCO,20191120,880.3,886.9,860,869,3755
AMBUJACEM,20191120,201.65,203,201,201.6,1906946
AMDIND,20191120,16.6,17.1,15,16,7940
AMJLAND,20191120,19.1,19.35,18.5,19.2,7697
AMRUTANJAN,20191120,449.3,450.7,441.1,445,33219
ANANTRAJ,20191120,33.8,34,33.35,33.8,105769
ANDHRABANK,20191120,20.35,20.85,19.5,19.65,5287165
ANDHRACEMT,20191120,2.6,2.65,2.6,2.6,38163
ANDHRSUGAR,20191120,287.65,295.65,287.65,290.75,16021
ANIKINDS,20191120,8.6,8.6,8.2,8.2,1405
ANKITMETAL,20191120,0.75,0.75,0.75,0.75,51304
ANSALAPI,20191120,5.25,5.25,4.8,4.9,108066
ANSALHSG,20191120,6.6,6.7,6.3,6.6,144323
ANTGRAPHIC,20191120,0.55,0.65,0.55,0.55,35182
ANUP,20191120,469.1,476.4,454,459.85,46436
APARINDS,20191120,450,454.15,439.9,444.45,11893
APCL,20191120,152,154.4,148,148.5,4592
APCOTEXIND,20191120,161.95,166,161,164.9,13515
APEX,20191120,290.7,304.05,288.4,294.65,243211
APLAPOLLO,20191120,1525,1550,1510.05,1542.5,18906
APLLTD,20191120,546,556,542.15,547.85,28179
APOLLO,20191120,77.05,77.9,69.7,71.9,85671
APOLLOHOSP,20191120,1422,1437.1,1415,1421.55,660964
APOLLOPIPE,20191120,371.9,371.95,356.05,361.7,8948
APOLLOTYRE,20191120,167.95,170.75,166.5,167.65,2212021
APOLSINHOT,20191120,732.05,748.95,720,725.1,1300
APTECHT,20191120,163,166.25,162.15,163.05,196966
ARCHIDPLY,20191120,27.05,27.05,25.5,26.1,5800
ARCHIES,20191120,19.9,20,19.15,19.25,47618
ARCOTECH,20191120,2.8,2.8,2.8,2.8,8315
ARENTERP,20191120,9.3,9.3,9.3,9.3,6800
ARIES,20191120,65.75,66.5,63,65.05,39610
ARIHANT,20191120,28.5,28.5,24,24.55,15201
ARIHANTSUP,20191120,24.55,26.4,24.55,25.55,695
ARMANFIN,20191120,543.5,553.95,535.4,540.85,3508
AROGRANITE,20191120,39.95,40,36.3,37.55,6027
ARROWGREEN,20191120,55.85,55.85,51.5,52.15,4079
ARROWTEX,20191120,9.5,10,9.4,9.55,20100
ARSHIYA,20191120,16.2,16.6,15.95,16,32274
ARSSINFRA,20191120,24.05,24.9,23.1,23.7,14103
ARVIND,20191120,47.5,51.25,47.3,48.75,3027627
ARVINDFASN,20191120,359.55,362.35,350,355.5,105616
ARVSMART,20191120,89,91.9,86.15,89.05,16320
ASAHIINDIA,20191120,200.45,204.85,199.9,200.4,20790
ASAHISONG,20191120,148.9,148.9,142.2,143.15,2042
ASAL,20191120,32.1,32.3,30.35,31.45,4432
ASHAPURMIN,20191120,26.1,27.95,25.65,25.65,28328
ASHIANA,20191120,98.05,99.65,95.05,96.65,62563
ASHIMASYN,20191120,7.1,7.25,6.95,7.1,14004
ASHOKA,20191120,95,95.5,92.2,92.65,429066
ASHOKLEY,20191120,81.8,84.7,81,83,32259341
ASIANHOTNR,20191120,95.05,102,95.05,101.75,960
ASIANPAINT,20191120,1729.9,1748.85,1715.45,1723.5,1374382
ASIANTILES,20191120,227.5,242.8,227.5,235.15,188224
ASPINWALL,20191120,144.55,144.55,135.7,139.85,1331
ASTEC,20191120,359.35,385.95,359.35,378.75,7874
ASTERDM,20191120,154.9,154.9,148,149.3,277413
ASTRAL,20191120,1085,1086.95,1065.7,1084.3,84108
ASTRAMICRO,20191120,83.9,89.75,82.35,87.2,1093710
ASTRAZEN,20191120,2619,2700,2582.05,2675.55,72123
ASTRON,20191120,40.9,40.9,38.3,39.1,183899
ATFL,20191120,615.8,618.8,592.3,600.4,9011
ATLANTA,20191120,6.8,7.15,6.75,7.15,6630
ATLASCYCLE,20191120,55.5,55.5,52.1,52.6,1816
ATUL,20191120,4079,4184.5,4036.95,4132.95,9402
ATULAUTO,20191120,215.05,226,215.05,222.85,18003
AUBANK,20191120,830,830,796.1,816.4,242179
AURIONPRO,20191120,73.25,76,71.15,75.35,11604
AUROPHARMA,20191120,432,449,432,444.8,5009429
AUSOMENT,20191120,48.45,48.45,40,42.95,83102
AUTOAXLES,20191120,797,812,791.05,799.4,6030
AUTOIND,20191120,25.2,26,24.6,25.65,8948
AUTOLITIND,20191120,21.1,21.55,20.35,20.4,1961
AVADHSUGAR,20191120,245.95,248,241.1,246.05,44285
AVANTIFEED,20191120,512,528.85,509.75,524.05,483193
AVTNPL,20191120,32.7,32.9,30.05,30.35,209879
AXISBANK,20191120,748,753.85,741.25,748.75,8798051
AXISCADES,20191120,68.5,69.5,62.6,66.95,144442
AXISGOLD,20191120,3397,3398.5,3352.25,3364.55,155
AXISNIFTY,20191120,1230.9,1245.75,1230.9,1241.6,66
AYMSYNTEX,20191120,31.25,31.25,29.7,30.6,6080
BAGFILMS,20191120,2,2.05,1.95,1.95,208753
BAJAJ-AUTO,20191120,3145.55,3168.9,3130.5,3162.4,238889
BAJAJCON,20191120,238.5,241.8,236.05,240.55,84700
BAJAJELEC,20191120,306.7,312.65,306.7,310.6,158387
BAJAJFINSV,20191120,9135,9185,9060,9079.25,243993
BAJAJHIND,20191120,7,7.05,6.55,6.85,1627461
BAJAJHLDNG,20191120,3757,3757,3692,3702.05,11041
BAJFINANCE,20191120,4140,4182,4127.4,4138.55,813879
BALAJITELE,20191120,55.3,55.45,53.75,54.15,26612
BALAMINES,20191120,336.9,336.9,323.95,324.6,26305
BALAXI,20191120,67.75,74,67.75,67.85,75
BALKRISHNA,20191120,16.15,17,16.15,16.6,6413
BALKRISIND,20191120,834.7,843.45,830.25,840.6,517114
BALLARPUR,20191120,0.5,0.55,0.45,0.5,1376900
BALMLAWRIE,20191120,191.1,199,191.1,197.3,255164
BALPHARMA,20191120,40.5,41.25,38.5,39.55,14251
BALRAMCHIN,20191120,146.4,147.9,144.6,146.8,453088
BANARBEADS,20191120,30.1,32.5,30,30.15,3054
BANARISUG,20191120,1200.05,1220,1181.5,1189,953
BANCOINDIA,20191120,95.8,96.5,93.3,95,61913
BANDHANBNK,20191120,537,543.5,505.05,525.7,5287905
BANG,20191120,16.1,17,16.1,16.8,4286
BANKBARODA,20191120,100,101.35,98.05,98.9,34325824
BANKBEES,20191120,3126.12,3204.9,3086.3,3145.04,32140
BANKINDIA,20191120,74.95,76.15,72.8,73.6,16356384
BANSWRAS,20191120,94,94,88.3,89.7,56153
BARTRONICS,20191120,1.6,1.65,1.55,1.55,7358
BASF,20191120,957.15,964,940.7,945.75,12508
BASML,20191120,130,130,123,123,5945
BATAINDIA,20191120,1687.1,1701.2,1677.2,1683.95,399565
BAYERCROP,20191120,3720,3800,3692.15,3760.85,8997
BBL,20191120,835.7,845.05,830,831.3,8576
BBTC,20191120,1119.7,1138.65,1088.1,1113.65,150941
BCG,20191120,3.85,3.85,3.85,3.85,277002
BCP,20191120,9.4,9.5,9.35,9.5,322852
BDL,20191120,336.65,354.45,330,342.75,286593
BEARDSELL,20191120,10,10,9.65,9.85,610
BEDMUTHA,20191120,12.9,14.4,12,12.5,18707
BEL,20191120,111.95,112.75,110.4,110.8,6944846
BEML,20191120,949.9,1011.35,949.45,997.9,2406763
BEPL,20191120,48,48.7,47.2,47.4,333644
BERGEPAINT,20191120,486.15,491.35,483,485.2,1009511
BFINVEST,20191120,328.2,343.95,328.1,335.3,146628
BFUTILITIE,20191120,265.5,277.5,264.5,277.5,239438
BGLOBAL,20191120,1.95,1.95,1.85,1.9,1200
BGRENERGY,20191120,29.15,29.8,28.3,28.55,48783
BHAGERIA,20191120,102.2,102.2,96.55,97.2,37396
BHAGYANGR,20191120,18.6,19.1,18.6,18.95,2668
BHAGYAPROP,20191120,19.45,20.8,19.45,19.5,706
BHANDARI,20191120,1.1,1.15,1.1,1.1,84451
BHARATFORG,20191120,454.9,464.7,454,458.25,1711834
BHARATGEAR,20191120,71.05,71.05,67.2,68,11283
BHARATRAS,20191120,6430,6479.05,6305,6329.1,1172
BHARATWIRE,20191120,27.25,31.4,27.25,30.6,26231
BHARTIARTL,20191120,448.3,452.95,433.1,437.3,55644344
BHEL,20191120,56.4,56.6,54.25,55.8,24352170
BIGBLOC,20191120,24.5,24.75,23.55,23.9,916
BIL,20191120,160,169.6,160,165.1,871
